state_name,county_name,population_2018,asthma_crude_prevalence,asthma_crude_prevalence_ci,asthma_age_adjusted_prevalence,asthma_age_adjusted_prevalence_ci,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI
colorado,grand,15525,9.4,"( 8.8,  9.9)",9.3,"( 8.8,  9.9)",166,110,54,1,1,0,0,151,67,47
colorado,gunnison,17246,9.2,"( 8.7,  9.9)",9.1,"( 8.6,  9.7)",365,235,125,4,1,0,0,156,77,47
colorado,jackson,1399,9.9,"( 9.4, 10.6)",10.0,"( 9.4, 10.7)",116,113,3,0,0,0,0,64,27,9
colorado,jefferson,580233,9.2,"( 8.8,  9.8)",9.2,"( 8.8,  9.8)",365,229,99,35,2,0,0,151,101,46
colorado,la plata,56310,9.4,"( 8.9,  9.9)",9.4,"( 8.9,  9.9)",365,236,109,10,7,3,0,243,80,45
colorado,larimer,350518,9.2,"( 8.8,  9.8)",9.2,"( 8.7,  9.8)",365,160,177,25,3,0,0,169,97,53
colorado,mesa,153207,9.7,"( 9.1, 10.3)",9.7,"( 9.2, 10.4)",365,193,167,5,0,0,0,150,80,49
colorado,moffat,13188,9.8,"( 9.3, 10.4)",9.8,"( 9.3, 10.4)",331,262,68,1,0,0,0,108,61,42
colorado,montezuma,26158,10.3,"( 9.8, 10.9)",10.5,"( 9.9, 11.0)",359,259,96,4,0,0,0,115,71,44
colorado,montrose,42214,9.8,"( 9.3, 10.5)",9.9,"( 9.4, 10.6)",326,257,68,1,0,0,0,122,64,42
colorado,park,18556,9.2,"( 8.7,  9.7)",9.1,"( 8.6,  9.6)",324,161,145,17,1,0,0,174,90,51
colorado,pitkin,17950,8.5,"( 8.1,  9.1)",8.6,"( 8.1,  9.2)",123,120,3,0,0,0,0,53,33,15
colorado,prowers,12164,10.0,"( 9.5, 10.7)",10.1,"( 9.5, 10.7)",359,353,5,1,0,0,0,103,31,16
colorado,pueblo,167529,9.8,"( 9.4, 10.3)",9.9,"( 9.4, 10.4)",123,108,14,1,0,0,0,101,51,29
colorado,rio blanco,6336,9.8,"( 9.3, 10.4)",9.8,"( 9.3, 10.3)",365,215,148,2,0,0,0,108,71,47
colorado,routt,25733,9.0,"( 8.5,  9.6)",9.0,"( 8.4,  9.6)",355,354,1,0,0,0,0,51,30,15
colorado,san juan,762,9.0,"( 8.6,  9.6)",9.1,"( 8.6,  9.6)",118,109,9,0,0,0,0,100,33,10
colorado,san miguel,8191,8.9,"( 8.4,  9.5)",8.8,"( 8.3,  9.4)",238,160,76,2,0,0,0,101,71,46
colorado,teller,25083,9.4,"( 8.8, 10.0)",9.3,"( 8.8,  9.9)",160,63,85,12,0,0,0,133,97,58
colorado,weld,314305,9.3,"( 8.9,  9.9)",9.3,"( 8.8,  9.9)",365,138,217,10,0,0,0,133,87,54
connecticut,fairfield,943823,8.9,"( 8.5,  9.4)",8.9,"( 8.4,  9.3)",365,218,126,14,7,0,0,185,80,46
connecticut,hartford,892697,10.3,"( 9.8, 10.8)",10.2,"( 9.8, 10.7)",365,240,123,2,0,0,0,143,64,42
connecticut,litchfield,181111,10.0,"( 9.5, 10.6)",10.0,"( 9.5, 10.7)",363,308,51,4,0,0,0,133,57,36
connecticut,middlesex,162682,9.6,"( 9.0, 10.2)",9.6,"( 9.0, 10.2)",208,168,32,8,0,0,0,126,67,40
connecticut,new haven,857620,11.2,"(10.7, 11.8)",11.2,"(10.7, 11.8)",365,220,131,12,2,0,0,156,71,44
connecticut,new london,266784,10.1,"( 9.6, 10.7)",10.1,"( 9.6, 10.7)",315,260,49,6,0,0,0,140,56,39
connecticut,tolland,150921,9.9,"( 9.3, 10.6)",9.7,"( 9.2, 10.3)",213,189,20,4,0,0,0,140,54,38
connecticut,windham,117027,11.2,"(10.6, 12.0)",11.2,"(10.6, 11.9)",358,332,20,6,0,0,0,129,47,34
delaware,kent,178550,10.6,"(10.1, 11.1)",10.6,"(10.1, 11.2)",365,267,96,2,0,0,0,133,59,42
delaware,new castle,559335,9.5,"( 9.0,  9.9)",9.4,"( 9.0,  9.9)",365,212,147,6,0,0,0,150,71,48
delaware,sussex,229286,9.8,"( 9.3, 10.5)",10.0,"( 9.5, 10.6)",365,256,105,4,0,0,0,140,61,42
district of columbia,district of columbia,702455,10.6,"(10.1, 11.2)",10.7,"(10.2, 11.2)",365,167,192,5,1,0,0,164,74,52
florida,alachua,269956,9.1,"( 8.7,  9.7)",9.0,"( 8.6,  9.5)",364,317,47,0,0,0,0,90,52,37
florida,baker,28355,9.3,"( 8.8,  9.9)",9.3,"( 8.8,  9.9)",360,341,19,0,0,0,0,87,46,31
florida,bay,185287,9.1,"( 8.7,  9.7)",9.2,"( 8.7,  9.7)",323,209,113,1,0,0,0,126,58,44
florida,brevard,596849,8.8,"( 8.3,  9.3)",8.9,"( 8.5,  9.4)",365,288,76,1,0,0,0,129,55,41
florida,broward,1951260,8.7,"( 8.4,  9.1)",8.7,"( 8.4,  9.2)",365,191,174,0,0,0,0,100,61,49
florida,citrus,147929,9.0,"( 8.5,  9.6)",9.4,"( 8.8, 10.0)",350,247,103,0,0,0,0,73,56,43
florida,collier,378488,8.0,"( 7.5,  8.5)",8.1,"( 7.7,  8.5)",365,262,103,0,0,0,0,80,58,42
florida,columbia,70503,9.8,"( 9.3, 10.4)",9.8,"( 9.3, 10.4)",359,267,91,1,0,0,0,111,58,41
florida,duval,950181,9.5,"( 9.1, 10.0)",9.5,"( 9.1, 10.0)",365,177,183,4,1,0,0,156,65,51
florida,escambia,315534,9.2,"( 8.8,  9.6)",9.2,"( 8.8,  9.7)",365,306,59,0,0,0,0,93,54,38
florida,flagler,112067,8.7,"( 8.3,  9.2)",8.9,"( 8.5,  9.4)",345,330,15,0,0,0,0,77,47,32
florida,hamilton,14310,10.0,"( 9.5, 10.5)",10.0,"( 9.5, 10.4)",307,205,102,0,0,0,0,69,56,43
florida,highlands,105424,8.9,"( 8.5,  9.5)",9.3,"( 8.8,  9.8)",351,337,13,1,0,0,0,108,47,31
florida,hillsborough,1436888,8.5,"( 8.2,  9.0)",8.5,"( 8.1,  8.9)",365,168,193,4,0,0,0,122,63,51
florida,holmes,19477,10.2,"( 9.6, 10.9)",10.2,"( 9.6, 10.9)",346,236,110,0,0,0,0,81,58,43
florida,indian river,157413,8.5,"( 8.0,  9.0)",8.8,"( 8.3,  9.3)",356,325,30,1,0,0,0,101,49,36
florida,lake,356495,8.7,"( 8.3,  9.2)",8.9,"( 8.5,  9.4)",363,331,31,1,0,0,0,101,49,33
florida,lee,754610,8.4,"( 8.0,  8.9)",8.6,"( 8.1,  9.1)",365,294,70,1,0,0,0,106,57,38
florida,leon,292502,9.1,"( 8.6,  9.7)",9.0,"( 8.6,  9.4)",355,217,138,0,0,0,0,97,61,46
florida,liberty,8457,9.1,"( 8.7,  9.7)",9.1,"( 8.6,  9.7)",284,273,11,0,0,0,0,71,47,31
florida,manatee,394855,8.6,"( 8.1,  9.1)",8.8,"( 8.3,  9.3)",365,330,33,2,0,0,0,119,50,34
florida,marion,359977,9.1,"( 8.7,  9.7)",9.4,"( 8.9,  9.9)",365,273,92,0,0,0,0,90,56,42
florida,martin,160912,8.0,"( 7.6,  8.6)",8.2,"( 7.8,  8.7)",365,285,79,1,0,0,0,112,55,42
florida,miami-dade,2761581,7.9,"( 7.5,  8.4)",7.9,"( 7.5,  8.4)",365,194,167,4,0,0,0,126,61,49
florida,nassau,85832,8.4,"( 7.9,  8.9)",8.5,"( 7.9,  9.0)",271,192,79,0,0,0,0,86,56,43
florida,okaloosa,207269,8.6,"( 8.2,  9.2)",8.7,"( 8.3,  9.2)",353,325,28,0,0,0,0,80,49,33
florida,orange,1380645,8.9,"( 8.5,  9.3)",8.8,"( 8.5,  9.2)",365,286,77,1,1,0,0,151,55,40
florida,osceola,367990,8.2,"( 7.9,  8.6)",8.2,"( 7.8,  8.6)",365,330,33,2,0,0,0,126,50,33
florida,palm beach,1485941,8.3,"( 7.9,  8.7)",8.5,"( 8.1,  8.8)",365,260,105,0,0,0,0,91,58,42
florida,pasco,539630,8.7,"( 8.3,  9.3)",8.8,"( 8.4,  9.4)",365,324,39,2,0,0,0,129,54,35
florida,pinellas,975280,8.8,"( 8.4,  9.3)",9.0,"( 8.5,  9.5)",365,245,120,0,0,0,0,100,59,46
florida,polk,708009,9.0,"( 8.6,  9.5)",9.1,"( 8.7,  9.6)",365,290,73,2,0,0,0,112,56,39
florida,putnam,74163,10.1,"( 9.5, 10.7)",10.2,"( 9.7, 10.8)",302,301,1,0,0,0,0,51,23,14
florida,st. lucie,321128,9.0,"( 8.6,  9.4)",9.1,"( 8.7,  9.6)",360,342,18,0,0,0,0,100,47,33
florida,santa rosa,179349,8.7,"( 8.2,  9.2)",8.7,"( 8.2,  9.2)",363,240,123,0,0,0,0,90,58,43
florida,sarasota,426718,8.1,"( 7.7,  8.7)",8.4,"( 8.0,  8.9)",365,239,126,0,0,0,0,97,60,45
florida,seminole,467832,8.3,"( 8.0,  8.7)",8.3,"( 7.9,  8.8)",365,309,54,2,0,0,0,150,58,39
florida,volusia,547538,8.7,"( 8.3,  9.2)",8.8,"( 8.4,  9.3)",365,291,74,0,0,0,0,80,55,41
florida,wakulla,32461,8.9,"( 8.4,  9.5)",8.9,"( 8.4,  9.4)",353,266,87,0,0,0,0,98,58,41
georgia,bibb,153095,10.8,"(10.2, 11.4)",10.8,"(10.2, 11.4)",362,250,111,1,0,0,0,106,60,42
georgia,charlton,12968,10.2,"( 9.7, 10.8)",10.2,"( 9.7, 10.8)",114,105,9,0,0,0,0,65,46,26
georgia,chatham,289195,9.6,"( 9.1, 10.1)",9.6,"( 9.2, 10.1)",363,232,131,0,0,0,0,77,58,44
georgia,chattooga,24790,10.5,"( 9.8, 11.2)",10.5,"( 9.8, 11.3)",245,224,21,0,0,0,0,87,50,35
georgia,clarke,127330,10.2,"( 9.5, 11.0)",10.0,"( 9.5, 10.6)",332,207,123,2,0,0,0,105,61,46
georgia,clayton,289615,11.1,"(10.5, 11.8)",11.0,"(10.3, 11.7)",120,72,48,0,0,0,0,71,59,44
georgia,cobb,756865,8.7,"( 8.2,  9.1)",8.6,"( 8.2,  9.0)",286,213,73,0,0,0,0,100,61,41
georgia,coffee,43093,10.2,"( 9.7, 10.8)",10.1,"( 9.6, 10.7)",116,106,10,0,0,0,0,69,49,29
georgia,columbia,154291,8.7,"( 8.3,  9.2)",8.7,"( 8.3,  9.1)",245,223,22,0,0,0,0,90,50,36
georgia,dawson,25083,8.7,"( 8.1,  9.4)",8.7,"( 8.1,  9.4)",245,222,21,2,0,0,0,108,50,35
georgia,dekalb,756558,9.3,"( 8.8,  9.8)",9.3,"( 8.8,  9.8)",365,195,170,0,0,0,0,100,63,49
georgia,dougherty,91243,11.4,"(10.7, 12.3)",11.4,"(10.7, 12.3)",357,227,129,1,0,0,0,137,62,39
georgia,douglas,145331,9.8,"( 9.3, 10.3)",9.7,"( 9.2, 10.2)",242,214,28,0,0,0,0,93,51,37
georgia,floyd,97927,9.8,"( 9.2, 10.4)",9.8,"( 9.2, 10.4)",333,151,182,0,0,0,0,82,64,52
georgia,fulton,1050114,8.7,"( 8.3,  9.2)",8.7,"( 8.3,  9.1)",365,153,208,4,0,0,0,133,68,52
georgia,glynn,85219,9.6,"( 9.1, 10.2)",9.7,"( 9.1, 10.3)",272,247,25,0,0,0,0,74,49,35
georgia,gwinnett,927781,8.6,"( 8.2,  9.0)",8.5,"( 8.1,  8.8)",361,160,201,0,0,0,0,87,66,52
georgia,hall,202148,9.1,"( 8.6,  9.7)",9.1,"( 8.6,  9.6)",322,220,102,0,0,0,0,72,58,41
georgia,henry,230220,9.4,"( 9.0,  9.9)",9.3,"( 8.8,  9.8)",354,246,105,3,0,0,0,115,60,38
georgia,houston,155469,9.6,"( 9.2, 10.1)",9.6,"( 9.2, 10.0)",322,196,124,2,0,0,0,108,63,46
georgia,lowndes,116321,10.4,"( 9.8, 10.9)",10.3,"( 9.8, 10.8)",315,167,148,0,0,0,0,94,59,49
georgia,murray,39921,10.0,"( 9.3, 10.7)",9.9,"( 9.2, 10.6)",271,232,39,0,0,0,0,100,54,37
georgia,muscogee,194160,9.9,"( 9.4, 10.3)",9.9,"( 9.4, 10.3)",364,257,107,0,0,0,0,98,59,39
georgia,pike,18634,9.3,"( 8.8,  9.9)",9.3,"( 8.8,  9.9)",288,274,13,1,0,0,0,115,46,33
georgia,richmond,201554,10.6,"(10.1, 11.2)",10.6,"(10.1, 11.2)",364,200,160,4,0,0,0,150,63,47
